season,race_num,race_name,race_date,driver,car,team,team_group,rank,rank_num,grid,laps,time_retired,pts_rank,pts_pole,pts_bonus,points
2,2,2015 Putrajaya,2015-11-07,Lucas di Grassi,11,ABT Schaeffler Audi Sport,Audi,1,1,6,33,50:17.449,25,0,0,25
1,4,2015 Buenos Aires,2015-01-10,António Félix da Costa,55,Amlin Aguri,Techeetah,1,1,8,35,48:52.100,25,0,0,25
5,1,2018 Ad Diriyah,2018-12-15,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,1,1,1,33,46:29.377,25,3,0,28
6,2,2019 Diriyah race 2,2019-11-23,Alexander Sims,27,Andretti-BMW,BMW-Andretti,1,1,1,30,46:48.327,25,3,0,28
6,3,2020 Santiago,2020-01-18,Maximilian Günther,28,Andretti-BMW,BMW-Andretti,1,1,2,40,46:11.511,25,0,0,25
6,8,2020 Berlin race 3,2020-08-08,Maximilian Günther,28,Andretti-BMW,BMW-Andretti,1,1,2,35,46:15.512,25,0,0,25
4,5,2018 Mexico City,2018-03-03,Daniel Abt,66,Audi,Audi,1,1,5,47,50:45.164,25,0,0,25
4,9,2018 Berlin,2018-05-19,Daniel Abt,66,Audi,Audi,1,1,1,45,55:35.546,25,3,1,29
4,10,2018 Zürich,2018-06-10,Lucas di Grassi,1,Audi,Audi,1,1,5,39,51:19.811,25,0,0,25
4,11,2018 New York City,2018-07-14,Lucas di Grassi,1,Audi,Audi,1,1,11,43,1:02:30.054,25,0,0,25
5,4,2019 Mexico City,2019-02-16,Lucas di Grassi,11,Audi,Audi,1,1,2,45,1:13:15.422,25,0,0,25
5,10,2019 Berlin,2019-05-25,Lucas di Grassi,11,Audi,Audi,1,1,3,37,47:02.477,25,0,1,26
1,1,2014 Beijing,2014-09-13,Lucas di Grassi,11,Audi Sport ABT,Audi,1,1,2,25,52:23.413,25,0,0,25
2,6,2016 Long Beach,2016-04-02,Lucas di Grassi,11,Audi Sport ABT,Audi,1,1,2,41,45:11.582,25,0,0,25
2,7,2016 Paris,2016-04-23,Lucas di Grassi,11,Audi Sport ABT,Audi,1,1,2,45,52:40.324,25,0,0,25
3,4,2017 Mexico City,2017-04-01,Lucas di Grassi,11,Audi Sport ABT,Audi,1,1,15,45,56'27.535,25,0,0,25
3,11,2017 Montreal,2017-07-29,Lucas di Grassi,11,Audi Sport ABT,Audi,1,1,1,35,56:55.592,25,3,0,28
1,6,2015 Long Beach,2015-04-04,Nelson Piquet Jr.,99,China Racing,NIO-NextEV,1,1,3,39,46:01.971,25,0,0,25
2,4,2016 Buenos Aires,2016-02-06,Sam Bird,2,DS Virgin Racing,Virgin,1,1,1,35,45:28.385,25,3,0,28
1,8,2015 Berlin,2015-05-23,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,1,1,6,33,48:26.566,25,0,0,25
2,5,2016 Mexico City,2016-03-12,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,1,1,1,43,48:28.409,25,3,0,28
5,7,2019 Rome,2019-04-13,Mitch Evans,20,Jaguar,Jaguar,1,1,2,29,1:33:51.140,25,0,0,25
6,4,2020 Mexico City,2020-02-15,Mitch Evans,20,Jaguar,Jaguar,1,1,2,36,46:42.093,25,0,1,26
7,2,2021 Diriyah race 2,2021-02-27,Sam Bird,10,Jaguar,Jaguar,1,1,3,29,39:50.836,25,0,0,25
3,7,2017 Berlin,2017-06-10,Felix Rosenqvist,19,Mahindra,Mahindra,1,1,3,44,53:19.661,25,0,0,25
4,2,2017 Hong Kong race 2,2017-12-03,Felix Rosenqvist,19,Mahindra,Mahindra,1,1,1,45,50:05.084,25,3,1,29
4,3,2018 Marrakesh,2018-01-13,Felix Rosenqvist,19,Mahindra,Mahindra,1,1,3,33,48:04.751,25,0,0,25
5,2,2019 Marrakesh,2019-01-12,Jérôme d'Ambrosio,64,Mahindra,Mahindra,1,1,10,31,46:45.884,25,0,0,25
6,11,2020 Berlin race 6,2020-08-13,Stoffel Vandoorne,5,Mercedes,Mercedes,1,1,1,36,47:22.107,25,3,0,28
7,1,2021 Diriyah,2021-02-26,Nyck de Vries,17,Mercedes,Mercedes,1,1,1,32,46:44.765,25,3,1,29
1,9,2015 Moscow,2015-06-06,Nelson Piquet Jr.,99,NEXTEV TCR,NIO-NextEV,1,1,2,35,43:18.867,25,0,0,25
2,1,2015 Beijing,2015-10-24,Sébastien Buemi,9,Renault e.Dams,Nissan-Renault,1,1,1,26,50:08.835,25,3,2,30
2,3,2015 Punta del Este,2015-12-19,Sébastien Buemi,9,Renault e.Dams,Nissan-Renault,1,1,5,33,45:59.697,25,0,2,27
2,9,2016 London,2016-07-02,Nico Prost,8,Renault e.dams,Nissan-Renault,1,1,1,33,53:56.683,25,3,0,28
2,10,2016 London race 2,2016-07-03,Nico Prost,8,Renault e.dams,Nissan-Renault,1,1,2,33,56:32.649,25,0,0,25
5,6,2019 Sanya,2019-03-23,Jean-Éric Vergne,25,Techeetah-DS,Techeetah,1,1,2,36,1:02:50.185,25,0,1,26
5,9,2019 Monaco,2019-05-11,Jean-Éric Vergne,25,Techeetah-DS,Techeetah,1,1,1,51,46:05.547,25,0,0,25
5,11,2019 Swiss,2019-06-22,Jean-Éric Vergne,25,Techeetah-DS,Techeetah,1,1,1,31,1:25:26.873,25,3,0,28
6,5,2020 Marrakesh,2020-02-29,António Félix da Costa,13,Techeetah-DS,Techeetah,1,1,1,34,46:52.757,25,3,0,28
6,6,2020 Berlin,2020-08-05,António Félix da Costa,13,Techeetah-DS,Techeetah,1,1,1,36,47:08.261,25,3,2,30
6,7,2020 Berlin race 2,2020-08-06,António Félix da Costa,13,Techeetah-DS,Techeetah,1,1,1,38,46:19.412,25,3,0,28
6,9,2020 Berlin race 4,2020-08-09,Jean-Éric Vergne,25,Techeetah-DS,Techeetah,1,1,1,37,46:24.803,25,3,1,29
3,12,2017 Montreal race 2,2017-07-30,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,1,1,3,37,54:12.606,25,0,0,25
4,4,2018 Santiago,2018-02-03,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,1,1,1,37,1:01:24.514,25,3,0,28
4,6,2018 Punta del Este,2018-03-17,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,1,1,1,37,50:43.809,25,3,0,28
4,8,2018 Paris,2018-04-28,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,1,1,1,49,54:49.102,25,3,0,28
4,12,2018 New York City race 2,2018-07-15,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,1,1,2,43,1:01:38.089,25,0,0,25
5,5,2019 Hong Kong,2019-03-10,Edoardo Mortara,48,Venturi,Venturi,1,1,6,36,59:36.119,25,0,0,25
1,2,2014 Putrajaya,2014-11-22,Sam Bird,2,Virgin Racing,Virgin,1,1,2,31,51:11.979,25,0,0,25
1,11,2015 London race 2,2015-06-28,Sam Bird,2,Virgin Racing,Virgin,1,1,4,29,45:48.792,25,0,2,27
5,3,2019 Santiago,2019-01-26,Sam Bird,2,Virgin-Audi,Virgin,1,1,4,36,47:02:511,25,0,0,25
5,8,2019 Paris,2019-04-27,Robin Frijns,4,Virgin-Audi,Virgin,1,1,3,32,47:50.510,25,0,1,26
5,13,2019 New York City race 2,2019-07-14,Robin Frijns,4,Virgin-Audi,Virgin,1,1,2,36,47:22.289,25,0,0,25
6,1,2019 Diriyah,2019-11-22,Sam Bird,2,Virgin-Audi,Virgin,1,1,5,34,46:17.371,25,0,1,26
4,1,2017 Hong Kong,2017-12-02,Sam Bird,2,Virgin-Citroën,Virgin,1,1,2,43,1:17:10.486,25,0,0,25
3,9,2017 New York City,2017-07-15,Sam Bird,2,Virgin-Citröen,Virgin,1,1,4,43,52:29.275,25,0,0,25
3,10,2017 New York City race 2,2017-07-16,Sam Bird,2,Virgin-Citröen,Virgin,1,1,1,49,58:09.388,25,3,0,28
4,7,2018 Rome,2018-04-14,Sam Bird,2,Virgin-Citröen,Virgin,1,1,2,33,58:20.656,25,0,0,25
5,12,2019 New York City,2019-07-13,Sébastien Buemi,23,e.Dams-Nissan,Nissan-Renault,1,1,1,36,46:16.399,25,3,0,28
3,2,2016 Marrakesh,2016-11-12,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,1,1,7,33,,25,0,0,25
3,5,2017 Monaco,2017-05-13,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,1,1,1,51,51:05.488,25,3,0,28
3,6,2017 Paris,2017-05-20,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,1,1,1,49,59:41.125,25,3,0,28
3,8,2017 Berlin race 2,2017-06-11,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,1,1,2,46,56:02.155,25,0,0,25
6,10,2020 Berlin race 5,2020-08-12,Oliver Rowland,22,e.dams-Nissan,Nissan-Renault,1,1,1,36,47:28.880,25,3,1,29
1,3,2014 Punta del Este,2014-12-13,Sébastien Buemi,9,e.dams-Renault,Nissan-Renault,1,1,4,31,49:08.990,25,0,0,25
1,5,2015 Miami,2015-03-14,Nico Prost,8,e.dams-Renault,Nissan-Renault,1,1,2,39,46:12.349,25,0,0,25
1,7,2015 Monaco,2015-05-09,Sébastien Buemi,9,e.dams-Renault,Nissan-Renault,1,1,1,47,48:05.225,25,3,0,28
1,10,2015 London,2015-06-27,Sébastien Buemi,9,e.dams-Renault,Nissan-Renault,1,1,1,29,47:54.784,25,3,0,28
2,8,2016 Berlin,2016-05-21,Sébastien Buemi,9,e.dams-Renault,Nissan-Renault,1,1,2,48,53:46.086,25,0,0,25
3,1,2016 Hong Kong,2016-10-09,Sébastien Buemi,9,e.dams-Renault,Nissan-Renault,1,1,5,45,53:13.298,25,0,0,25
3,3,2017 Buenos Aires,2017-02-18,Sébastien Buemi,9,e.dams-Renault,Nissan-Renault,1,1,3,37,45:45.623,25,0,0,25
2,1,2015 Beijing,2015-10-24,Lucas di Grassi,11,ABT Schaeffler Audi Sport,Audi,2,2,4,26,+11.006,18,0,0,18
2,3,2015 Punta del Este,2015-12-19,Lucas di Grassi,11,ABT Schaeffler Audi Sport,Audi,2,2,4,33,+3.534,18,0,0,18
1,1,2014 Beijing,2014-09-13,Franck Montagny,27,Andretti,BMW-Andretti,2,2,8,25,+2.867,18,0,0,18
1,5,2015 Miami,2015-03-14,Scott Speed,28,Andretti,BMW-Andretti,2,2,10,39,+0.433s,18,0,0,18
1,6,2015 Long Beach,2015-04-04,Jean-Éric Vergne,27,Andretti,BMW-Andretti,2,2,5,39,+1.705s,18,0,0,18
5,4,2019 Mexico City,2019-02-16,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,2,2,5,45,+0.436,18,0,0,18
5,13,2019 New York City race 2,2019-07-14,Alexander Sims,27,Andretti-BMW,BMW-Andretti,2,2,1,36,+3.200,18,3,0,21
6,5,2020 Marrakesh,2020-02-29,Maximilian Günther,28,Andretti-BMW,BMW-Andretti,2,2,2,34,+11.427,18,0,1,19
4,6,2018 Punta del Este,2018-03-17,Lucas di Grassi,1,Audi,Audi,2,2,2,37,+0.447,18,0,0,18
4,7,2018 Rome,2018-04-14,Lucas di Grassi,1,Audi,Audi,2,2,6,33,+0.970,18,0,0,18
4,8,2018 Paris,2018-04-28,Lucas di Grassi,1,Audi,Audi,2,2,6,49,+4.882,18,0,1,19
4,9,2018 Berlin,2018-05-19,Lucas di Grassi,1,Audi,Audi,2,2,5,45,+6.758,18,0,0,18
4,11,2018 New York City,2018-07-14,Daniel Abt,66,Audi,Audi,2,2,5,43,+0.965,18,0,1,19
4,12,2018 New York City race 2,2018-07-15,Lucas di Grassi,1,Audi,Audi,2,2,5,43,+0.508,18,0,0,18
5,5,2019 Hong Kong,2019-03-10,Lucas di Grassi,11,Audi,Audi,2,2,5,36,+0.988,18,0,0,18
6,2,2019 Diriyah race 2,2019-11-23,Lucas di Grassi,11,Audi,Audi,2,2,3,30,+2.817,18,0,0,18
1,2,2014 Putrajaya,2014-11-22,Lucas di Grassi,11,Audi Sport ABT,Audi,2,2,18,31,+ 4.175,18,0,0,18
1,7,2015 Monaco,2015-05-09,Lucas di Grassi,11,Audi Sport ABT,Audi,2,2,2,47,+2.154,18,0,0,18
1,9,2015 Moscow,2015-06-06,Lucas di Grassi,11,Audi Sport ABT,Audi,2,2,3,35,+2.012,18,0,0,18
2,8,2016 Berlin,2016-05-21,Daniel Abt,66,Audi Sport ABT,Audi,2,2,3,48,+1.767,18,0,0,18
2,10,2016 London race 2,2016-07-03,Daniel Abt,66,Audi Sport ABT,Audi,2,2,6,33,+7.633,18,0,0,18
3,1,2016 Hong Kong,2016-10-09,Lucas di Grassi,11,Audi Sport ABT,Audi,2,2,19,45,+2.477,18,0,0,18
3,5,2017 Monaco,2017-05-13,Lucas di Grassi,11,Audi Sport ABT,Audi,2,2,2,51,+0.320,18,0,0,18
3,7,2017 Berlin,2017-06-10,Lucas di Grassi,11,Audi Sport ABT,Audi,2,2,1,44,+2.232,18,3,0,21
1,3,2014 Punta del Este,2014-12-13,Nelson Piquet Jr.,99,China Racing,NIO-NextEV,2,2,2,31,+0.732,18,0,0,18
2,2,2015 Putrajaya,2015-11-07,Sam Bird,2,DS Virgin Racing,Virgin,2,2,14,33,+13.884,18,0,0,18
1,10,2015 London,2015-06-27,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,2,2,2,29,+0.939,18,0,0,18
1,11,2015 London race 2,2015-06-28,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,2,2,2,29,+6.973,18,0,0,18
5,11,2019 Swiss,2019-06-22,Mitch Evans,20,Jaguar,Jaguar,2,2,2,31,+0.160,18,0,0,18
5,12,2019 New York City,2019-07-13,Mitch Evans,20,Jaguar,Jaguar,2,2,13,36,+0.932,18,0,0,18
3,8,2017 Berlin race 2,2017-06-11,Felix Rosenqvist,19,Mahindra,Mahindra,2,2,1,46,+7.195,18,3,0,21
3,10,2017 New York City race 2,2017-07-16,Felix Rosenqvist,19,Mahindra,Mahindra,2,2,2,49,+11.381,18,0,0,18
3,12,2017 Montreal race 2,2017-07-30,Felix Rosenqvist,19,Mahindra,Mahindra,2,2,1,37,+0.896,18,3,0,21
5,3,2019 Santiago,2019-01-26,Pascal Wehrlein,94,Mahindra,Mahindra,2,2,2,36,+6.489,18,0,0,18
2,9,2016 London,2016-07-02,Bruno Senna,21,Mahindra Racing,Mahindra,2,2,2,33,+5.244,18,0,0,18
6,11,2020 Berlin race 6,2020-08-13,Nyck de Vries,17,Mercedes,Mercedes,2,2,4,36,+1.340,18,0,0,18
4,5,2018 Mexico City,2018-03-03,Oliver Turvey,16,NIO,NIO-NextEV,2,2,2,47,+6.398,18,0,0,18
6,1,2019 Diriyah,2019-11-22,André Lotterer,36,Porsche,Porsche,2,2,7,34,+1.319,18,0,0,18
6,6,2020 Berlin,2020-08-05,André Lotterer,36,Porsche,Porsche,2,2,3,36,+5.445,18,0,0,18
2,4,2016 Buenos Aires,2016-02-06,Sébastien Buemi,9,Renault e.Dams,Nissan-Renault,2,2,18,35,+0.716,18,0,0,18
2,5,2016 Mexico City,2016-03-12,Sébastien Buemi,9,Renault e.Dams,Nissan-Renault,2,2,5,43,+0.106,18,0,0,18
5,1,2018 Ad Diriyah,2018-12-15,Jean-Éric Vergne,25,Techeetah-DS,Techeetah,2,2,5,33,+0.462,18,0,0,18
5,7,2019 Rome,2019-04-13,André Lotterer,36,Techeetah-DS,Techeetah,2,2,1,29,+0.979,18,3,0,21
5,8,2019 Paris,2019-04-27,André Lotterer,36,Techeetah-DS,Techeetah,2,2,6,32,+1.373,18,0,0,18
6,3,2020 Santiago,2020-01-18,António Félix da Costa,13,Techeetah-DS,Techeetah,2,2,10,40,+2.067,18,0,0,18
6,4,2020 Mexico City,2020-02-15,António Félix da Costa,13,Techeetah-DS,Techeetah,2,2,9,36,+4.271,18,0,0,18
6,9,2020 Berlin race 4,2020-08-09,António Félix da Costa,13,Techeetah-DS,Techeetah,2,2,2,37,+0.497,18,0,1,19
3,3,2017 Buenos Aires,2017-02-18,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,2,2,2,37,+2.996,18,0,0,18
3,4,2017 Mexico City,2017-04-01,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,2,2,3,45,+1.966,18,0,0,18
3,9,2017 New York City,2017-07-15,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,2,2,3,43,+1.354,18,0,0,18
3,11,2017 Montreal,2017-07-29,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,2,2,5,35,+0.350,18,0,0,18
4,1,2017 Hong Kong,2017-12-02,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,2,2,1,43,+11.575,18,3,0,21
4,4,2018 Santiago,2018-02-03,André Lotterer,18,Techeetah-Renault,Techeetah,2,2,3,37,+1.154,18,0,0,18
2,6,2016 Long Beach,2016-04-02,Stéphane Sarrazin,4,Venturi,Venturi,2,2,3,41,+0.787,18,0,0,18
4,2,2017 Hong Kong race 2,2017-12-03,Edoardo Mortara,4,Venturi,Venturi,2,2,2,45,+7.031,18,0,0,18
7,1,2021 Diriyah,2021-02-26,Edoardo Mortara,48,Venturi-Mercedes,Venturi,2,2,4,32,+4.119,18,0,0,18
2,7,2016 Paris,2016-04-23,Jean-Éric Vergne,25,Virgin,Virgin,2,2,3,45,+0.853,18,0,0,18
5,2,2019 Marrakesh,2019-01-12,Robin Frijns,4,Virgin-Audi,Virgin,2,2,8,31,+0.143,18,0,0,18
6,8,2020 Berlin race 3,2020-08-08,Robin Frijns,4,Virgin-Audi,Virgin,2,2,6,35,+0.128,18,0,0,18
6,10,2020 Berlin race 5,2020-08-12,Robin Frijns,4,Virgin-Audi,Virgin,2,2,2,36,+1.903,18,0,0,18
7,2,2021 Diriyah race 2,2021-02-27,Robin Frijns,4,Virgin-Audi,Virgin,2,2,1,29,+2.194,18,3,1,22
4,10,2018 Zürich,2018-06-10,Sam Bird,2,Virgin-Citroën,Virgin,2,2,3,39,+7.542,18,0,0,18
3,2,2016 Marrakesh,2016-11-12,Sam Bird,2,Virgin-Citröen,Virgin,2,2,2,33,,18,0,0,18
3,6,2017 Paris,2017-05-20,José María López,37,Virgin-Citröen,Virgin,2,2,3,49,+0.707,18,0,0,18
5,6,2019 Sanya,2019-03-23,Oliver Rowland,22,e.Dams-Nissan,Nissan-Renault,2,2,1,36,+1.762,18,3,0,21
5,9,2019 Monaco,2019-05-11,Oliver Rowland,22,e.Dams-Nissan,Nissan-Renault,2,2,3,51,+0.201,18,3,0,21
5,10,2019 Berlin,2019-05-25,Sébastien Buemi,23,e.Dams-Nissan,Nissan-Renault,2,2,1,37,+1.856,18,3,0,21
4,3,2018 Marrakesh,2018-01-13,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,2,2,1,33,+0.945,18,3,0,21
6,7,2020 Berlin race 2,2020-08-06,Sébastien Buemi,23,e.dams-Nissan,Nissan-Renault,2,2,2,38,+3.090,18,0,1,19
1,4,2015 Buenos Aires,2015-01-10,Nico Prost,8,e.dams-Renault,Nissan-Renault,2,2,7,35,+5.354s,18,0,0,18
1,8,2015 Berlin,2015-05-23,Sébastien Buemi,9,e.dams-Renault,Nissan-Renault,2,2,3,33,+2.433,18,0,0,18
2,4,2016 Buenos Aires,2016-02-06,Lucas di Grassi,11,ABT Schaeffler Audi Sport,Audi,3,3,7,35,+7.525,15,0,0,15
2,2,2015 Putrajaya,2015-11-07,Robin Frijns,27,Amlin Andretti,BMW-Andretti,3,3,8,33,+29.776,15,0,0,15
1,10,2015 London,2015-06-27,Jean-Éric Vergne,27,Andretti Autosport,BMW-Andretti,3,3,5,29,+1.667,15,0,0,15
5,6,2019 Sanya,2019-03-23,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,3,3,3,36,+3.268,15,0,0,15
5,12,2019 New York City,2019-07-13,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,3,3,8,36,+1.216,15,0,0,15
4,12,2018 New York City race 2,2018-07-15,Daniel Abt,66,Audi,Audi,3,3,4,43,+1.287,15,0,1,16
5,3,2019 Santiago,2019-01-26,Daniel Abt,66,Audi,Audi,3,3,3,36,+14.529,15,0,1,16
5,8,2019 Paris,2019-04-27,Daniel Abt,66,Audi,Audi,3,3,7,32,+3.175,15,0,0,15
6,7,2020 Berlin race 2,2020-08-06,Lucas di Grassi,11,Audi,Audi,3,3,6,38,+8.296,15,0,0,15
6,10,2020 Berlin race 5,2020-08-12,René Rast,66,Audi,Audi,3,3,4,36,+7.490,15,0,1,16
1,3,2014 Punta del Este,2014-12-13,Lucas di Grassi,11,Audi Sport ABT,Audi,3,3,6,31,+2.635,15,0,0,15
1,5,2015 Miami,2015-03-14,Daniel Abt,66,Audi Sport ABT,Audi,3,3,4,39,+5.518s,15,0,0,15
1,6,2015 Long Beach,2015-04-04,Lucas di Grassi,11,Audi Sport ABT,Audi,3,3,4,39,+2.994s,15,0,0,15
2,6,2016 Long Beach,2016-04-02,Daniel Abt,66,Audi Sport ABT,Audi,3,3,6,41,+1.685,15,0,0,15
2,8,2016 Berlin,2016-05-21,Lucas di Grassi,11,Audi Sport ABT,Audi,3,3,8,48,+2.381,15,0,0,15
3,3,2017 Buenos Aires,2017-02-18,Lucas di Grassi,11,Audi Sport ABT,Audi,3,3,1,37,+6.921,15,3,0,18
3,8,2017 Berlin race 2,2017-06-11,Lucas di Grassi,11,Audi Sport ABT,Audi,3,3,7,46,+10.862,15,0,0,15
1,4,2015 Buenos Aires,2015-01-10,Nelson Piquet Jr.,99,China Racing,NIO-NextEV,3,3,9,35,+8.552s,15,0,0,15
2,9,2016 London,2016-07-02,Jean-Éric Vergne,25,DS Virgin Racing,Virgin,3,3,5,33,+8.195,15,0,0,15
1,8,2015 Berlin,2015-05-23,Loïc Duval,6,Dragon Racing,Dragon,3,3,8,33,+3.508,15,0,0,15
1,11,2015 London race 2,2015-06-28,Loïc Duval,6,Dragon Racing,Dragon,3,3,3,29,+9.430,15,0,0,15
2,3,2015 Punta del Este,2015-12-19,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,3,3,1,33,+6.725,15,3,0,18
2,10,2016 London race 2,2016-07-03,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,3,3,11,33,+22.524,15,0,0,15
4,10,2018 Zürich,2018-06-10,Jérôme d'Ambrosio,7,Dragon-Penske,Dragon,3,3,4,39,+16.822,15,0,0,15
5,7,2019 Rome,2019-04-13,Stoffel Vandoorne,5,HWA-Venturi,Mercedes,3,3,4,29,+6.399,15,0,0,15
4,2,2017 Hong Kong race 2,2017-12-03,Mitch Evans,20,Jaguar,Jaguar,3,3,4,45,+10.619,15,0,0,15
6,3,2020 Santiago,2020-01-18,Mitch Evans,20,Jaguar,Jaguar,3,3,1,40,+5.119,15,3,1,19
7,1,2021 Diriyah,2021-02-26,Mitch Evans,20,Jaguar,Jaguar,3,3,6,32,+4.619,15,0,0,15
3,1,2016 Hong Kong,2016-10-09,Nick Heidfeld,23,Mahindra,Mahindra,3,3,10,45,+5.522,15,0,0,15
3,2,2016 Marrakesh,2016-11-12,Felix Rosenqvist,19,Mahindra,Mahindra,3,3,1,33,,15,3,0,18
3,5,2017 Monaco,2017-05-13,Nick Heidfeld,23,Mahindra,Mahindra,3,3,8,51,+13.678,15,0,0,15
3,6,2017 Paris,2017-05-20,Nick Heidfeld,23,Mahindra,Mahindra,3,3,5,49,+2.043,15,0,0,15
3,7,2017 Berlin,2017-06-10,Nick Heidfeld,23,Mahindra,Mahindra,3,3,4,44,+4.058,15,0,0,15
3,10,2017 New York City race 2,2017-07-16,Nick Heidfeld,23,Mahindra,Mahindra,3,3,5,49,+12.319,15,0,0,15
4,1,2017 Hong Kong,2017-12-02,Nick Heidfeld,23,Mahindra,Mahindra,3,3,3,43,+12.465,15,0,0,15
5,1,2018 Ad Diriyah,2018-12-15,Jérôme d'Ambrosio,64,Mahindra,Mahindra,3,3,6,33,+4.033,15,0,0,15
2,1,2015 Beijing,2015-10-24,Nick Heidfeld,23,Mahindra Racing,Mahindra,3,3,3,26,+15.681,15,0,0,15
6,1,2019 Diriyah,2019-11-22,Stoffel Vandoorne,5,Mercedes,Mercedes,3,3,2,34,+1.672,15,0,0,15
6,2,2019 Diriyah race 2,2019-11-23,Stoffel Vandoorne,5,Mercedes,Mercedes,3,3,11,30,+3.581,15,0,0,15
1,7,2015 Monaco,2015-05-09,Nelson Piquet Jr.,99,NEXTEV TCR,NIO-NextEV,3,3,4,47,+4.634,15,0,0,15
2,5,2016 Mexico City,2016-03-12,Nico Prost,8,Renault e.dams,Nissan-Renault,3,3,2,43,+25.537,15,0,2,17
5,10,2019 Berlin,2019-05-25,Jean-Éric Vergne,25,Techeetah-DS,Techeetah,3,3,8,37,+2.522,15,0,0,15
6,5,2020 Marrakesh,2020-02-29,Jean-Éric Vergne,25,Techeetah-DS,Techeetah,3,3,11,34,+12.034,15,0,0,15
6,8,2020 Berlin race 3,2020-08-08,Jean-Éric Vergne,25,Techeetah-DS,Techeetah,3,3,1,35,+2.569,15,3,1,19
7,2,2021 Diriyah race 2,2021-02-27,António Félix da Costa,13,Techeetah-DS,Techeetah,3,3,9,29,+6.900,15,0,0,15
3,9,2017 New York City,2017-07-15,Stéphane Sarrazin,33,Techeetah-Renault,Techeetah,3,3,11,43,+4.392,15,0,0,15
3,11,2017 Montreal,2017-07-29,Stéphane Sarrazin,33,Techeetah-Renault,Techeetah,3,3,2,35,+7.869,15,0,0,15
4,7,2018 Rome,2018-04-14,André Lotterer,18,Techeetah-Renault,Techeetah,3,3,4,33,+9.518,15,0,0,15
4,9,2018 Berlin,2018-05-19,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,3,3,3,45,+12.894,15,0,0,15
5,4,2019 Mexico City,2019-02-16,Edoardo Mortara,48,Venturi,Venturi,3,3,9,45,+0.745,15,0,0,15
5,9,2019 Monaco,2019-05-11,Felipe Massa,19,Venturi,Venturi,3,3,4,51,+1.261,15,0,0,15
1,9,2015 Moscow,2015-06-06,Nick Heidfeld,23,Venturi GP,Venturi,3,3,8,35,+11.548,15,0,0,15
1,1,2014 Beijing,2014-09-13,Sam Bird,2,Virgin Racing,Virgin,3,3,11,25,+6.559,15,0,0,15
5,2,2019 Marrakesh,2019-01-12,Sam Bird,2,Virgin-Audi,Virgin,3,3,1,31,+0.461,15,3,0,18
5,5,2019 Hong Kong,2019-03-10,Robin Frijns,4,Virgin-Audi,Virgin,3,3,10,36,+1.536,15,0,0,15
6,6,2020 Berlin,2020-08-05,Sam Bird,2,Virgin-Audi,Virgin,3,3,7,36,+6.526,15,0,0,15
4,6,2018 Punta del Este,2018-03-17,Sam Bird,2,Virgin-Citroën,Virgin,3,3,9,37,+2.611,15,0,0,15
3,4,2017 Mexico City,2017-04-01,Sam Bird,2,Virgin-Citröen,Virgin,3,3,5,45,+7.480,15,0,0,15
3,12,2017 Montreal race 2,2017-07-30,José María López,37,Virgin-Citröen,Virgin,3,3,11,37,+4.468,15,0,0,15
4,3,2018 Marrakesh,2018-01-13,Sam Bird,2,Virgin-Citröen,Virgin,3,3,2,33,+5.762,15,0,0,15
4,8,2018 Paris,2018-04-28,Sam Bird,2,Virgin-Citröen,Virgin,3,3,2,49,+8.897,15,0,0,15
5,11,2019 Swiss,2019-06-22,Sébastien Buemi,23,e.Dams-Nissan,Nissan-Renault,3,3,3,31,+0.720,15,0,0,15
5,13,2019 New York City race 2,2019-07-14,Sébastien Buemi,23,e.Dams-Nissan,Nissan-Renault,3,3,3,36,+3.912,15,0,0,15
4,4,2018 Santiago,2018-02-03,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,3,3,2,37,+1.959,15,0,0,15
